User,Text,Date
@GSstalwartX,Polo abi 3 yıl önce aldım 3 kere gittim senelik rutin kontrollerine harici maşallahı var,2025-12-26T20:38:19.000Z
@myilmaz0,Focus bakabilirsin honda civic olabilir doblo fiorino km düşük olursa iyidr.. daha çok araba var,2025-12-26T21:01:40.000Z
@abidinildiz,"Bende 2014 model otomatik Reno Flunce var, 600 bine verebilirim.",2025-12-27T09:46:34.000Z
@tuysal42,"Mıtsubıshı ASX  yakıt mıhteşem, masrafsız ve konforlu",2025-12-26T21:25:21.000Z
@AlparslanAkyuz,Hyundai i20 1.4 benzinli.,2025-12-26T21:17:22.000Z
@oturyerine0,"istediğiniz aracı netleştirmek daha önemli B kasa mi C kasa mı, hatcback mi Sedan mı, benzinli mi dizel mi, otomatik mi manuel mi? bunlar netlesince bütçenize göre araç bakmak daha mantıklı olacaktır.",2025-12-26T21:53:15.000Z
@snysgcn,kisitli butce nedeniyle yuksek modelde cok secenek olmuyor. Masrafi minimum duzeyde ne olabilir işin içinden çıkamadım. birde malum ortalık seref yoksunu çakal kaynadigindan kurumsal bir yerden bakmanizi tavsiye ederim sadece,2025-12-26T20:35:35.000Z
@Berekortens,"Polo 1,4 Chrome Edition",2025-12-26T21:20:03.000Z
@Savrun80,Egea al dostum. 3 ay önce finansal açıdan rahatlamak için 2025 c4 ü satıp tereddütle almıştım. Şimdi iyi ki almışım diyorum. Eğer araç senin için sadece bir yerden başka bir yere götüren aletse 1.4 motoruyla masrafsızlığıyla ucuzluğuyla gayet makul bir araba.,2025-12-26T21:11:55.000Z
@m_yigitsoylu,"Corolla tavsiye ederim. Sorunsuz binersiniz, parçası ucuzdur, yağını suyunu değiştirseniz yeter.Otomatik düşünüyorsanız yarı otomatik olmazsa daha iyi olur",2025-12-26T20:56:15.000Z
@90lardanAlican,12 sene Fiesta kullandım kaputunu açmadım hocam 0 dan 240 bine,2025-12-26T21:21:23.000Z
@samsunlurommel,Corolla,2025-12-26T21:45:07.000Z
@FIRAT_AKIN_AKIN,Kendim kullandım gerçekten toyota corolla çok iyi araba,2025-12-26T21:37:45.000Z
@fik054,1.2 i20 ve ya 0.9 tce clio temizini bulursun.,2025-12-26T20:07:06.000Z
@iekarabiyik,2015 Toyota corolla,2025-12-26T20:51:35.000Z
@godOfSouthPark,Herhangi x lira bütçeye uygun dertsiz araba her zaman temiz kullanılmış bir Toyota'dır,2025-12-26T20:53:39.000Z
@ateserdem1,Otomatik mi manuel mi,2025-12-26T21:21:39.000Z
@alptug1941,2011 Accord al bin,2025-12-26T20:41:37.000Z
@SelcukYali,2015 model Honda Civic bulursan gönül rahatlıgı ile yıllarca binersin.1.6 V CTI Lpg uyumlu olması yakıt yönünden fayda saglar. Tavsiye ederim.,2025-12-26T20:53:43.000Z
@BRNASLN,"Corolla Için söylenecek söz yok! Ama aile işin içine girdiği için en önemli özelliği güvenlik olmalı! Ve iç hacmi. Ben yaklaşık 10 yıldır 2005 vw touran kullanıyorum, müthiş bir araç. Bir ara kiralık 2025 egea kullandım, teneke gibi geldi! Düşük KM 2008-2009 tsi  işinizi görür.",2025-12-26T21:39:54.000Z
@bobvaldez0640,Renault Megane,2025-12-26T20:33:13.000Z
@MHKayhan,Hyundai i20,2025-12-26T20:50:02.000Z
@bahara__selam29,Hacı reno Kango al araba dertsiz olur sen kanser  ,2025-12-26T21:50:41.000Z
@FkrtFzt,Hyundai accent blue otomatik,2025-12-26T21:05:38.000Z
@zayonel,Chewrolet cruze .,2025-12-26T20:25:25.000Z
@demirgirayy,2020 egea alabilirsiniz en azından modeli düşük olur arıza vermez,2025-12-26T20:11:43.000Z
@goksal_gurkan,Küçük gelmeyecekse hundai i20 13/14/15 modelleri düşük kilometre  1.4 benzin mazot olur,2025-12-26T21:28:26.000Z
@yasiner69771476,Hocam ford focus (sedan) 2012 model al keyfine bak,2025-12-26T21:50:59.000Z
@dgn_42,Honda,2025-12-26T20:34:15.000Z
@grinkoemir,Clio,2025-12-26T20:57:29.000Z
@AvAtalayArslan,O fiyata alınabilecek modelde toyota corolla,2025-12-26T20:49:20.000Z
@feritubuz,Cıvıc FD6,2025-12-26T21:29:05.000Z
@seher_bicil,Volvo S40,2025-12-26T21:46:37.000Z
@gorkem575757,1.6 egea al dort yıl.kullandim.bakimlarini duzgun yaptır gerisi teferruat,2025-12-26T20:20:26.000Z
@beertard,"Honda jazz, accent era, swift, admire kasa, i20, yaris",2025-12-26T20:29:47.000Z
@yildirim_67,"Eğer cok fazla özellik otomatik istemiyorsan ekonomik olsun işimizi görsün diyorsan egea, citoren c-elysee, renault symbol, dacia sandero, stepway en ideal bu araçlardır tercih sizin",2025-12-26T20:50:48.000Z
@lordwall55,1.6 sol paket corolla  Yazdığın yazının karşılığı bu.,2025-12-26T21:13:33.000Z
@receptosun17,Auris ,2025-12-26T21:01:40.000Z
@EmreOzcetn,Bende bakıyorum.  Uzun kasa clio mantıklı geliyor.  Sence?,2025-12-26T20:37:45.000Z
@trk6777,Fiat 500l 1.6multijet.,2025-12-26T20:41:18.000Z
@zendwendmend,Toyota Corolla,2025-12-26T20:43:44.000Z
@mserkanakar,corolla,2025-12-26T20:23:24.000Z
@alsancak_1907,Clio al 4 silindir dizel olan,2025-12-26T20:51:46.000Z
@istblks,Corolla al soyle temizinden tutulmayan renk olsun ucuz olur. Hiç seni üzmez bakımdan baska derdi olamz.,2025-12-26T21:04:32.000Z
@karadoganm,skoda rapıd 1.4dizel green tec,2025-12-26T21:00:05.000Z
@UfukKadak,Honda al konuyu kapat,2025-12-26T20:58:05.000Z
@ibrahimtarihci,Toyota al geç,2025-12-26T20:09:36.000Z
@kaganalp37,Astra j 2012 sport yakıt koy devam et,2025-12-26T20:28:38.000Z
@gulmezlerdenR,Egea,2025-12-26T20:45:49.000Z
@wesley060721,Corolla,2025-12-26T21:08:22.000Z
@X04av,Clio,2025-12-26T20:44:07.000Z
@yolcukaptan09,Reno symbol al bence hocam,2025-12-26T20:54:28.000Z
@alppass,Toyota corolla 1.4,2025-12-26T21:03:22.000Z
@ATMACA191994,DOBLOOOOOOOOOOO,2025-12-26T19:53:44.000Z
@Aghahowa77,Hyundai i20 çek geç,2025-12-26T21:00:40.000Z
@Brave1447726,"Alman, Fransız ve Amerikan arabalarının arızası çok bakımı pahalı olur yaş geçtikçe.   Japon ve kore arabaları sorunsuzluğa daha yakın. Sadece nissan problemlidir.",2025-12-26T20:33:26.000Z
@fenerlihogh,Hyundai accent blue. Az yer servis ağı geniş.,2025-12-26T20:07:13.000Z
@bnymnkrn,Honda vtc altına bile alabilirsin,2025-12-26T20:15:29.000Z
@bhyt_1967,Accent blue,2025-12-26T20:58:18.000Z
@Yakup47960008,Clio 4,2025-12-26T21:17:28.000Z
@Kahramanolu6,Corolla,2025-12-26T21:30:47.000Z
@NaFRiQuiE,2009-12 arası bir corollla olur.,2025-12-26T20:06:19.000Z
@katran_ve_tuy,duster,2025-12-26T20:53:18.000Z
@_ardaaozdemr,Civic veya jetta,2025-12-26T21:35:22.000Z
@astarojna54,"Üstad bende aynı fiyatlarda bakıyorum ama dizel otomatik bakıyorum Accent blue ve egea var , Fluence var o civarlarda egeada 1.6 multijetlere bakabilirsin daha önce kullanmıştım iyi kaçıyor yakıtı az oturaklı araba Accent de güçlüdür yakıtı idealdir ama işte az hasarlı bulmk zor",2025-12-26T21:12:11.000Z
@MehmetBaydak4,Fuluance,2025-12-26T21:32:01.000Z
@savasbastan,1.6 Wolswagen jetta 2009 ve  üzeri modelleri gayet mantıklı olur,2025-12-26T22:15:03.000Z
@sol_degen_adayi,Yapıştır 301 bu paraya en baba araba çok net,2025-12-27T12:59:58.000Z
@sametmstc,Beyler astra j düşünüyorum kullanan veya bilgisi olan bahsedebilirmi araç bilgim çok az,2025-12-26T22:03:05.000Z
@muratkaraabulut,Honda City 2009/10/11 yeni kasa düşük km al keyfine bak,2025-12-26T23:16:34.000Z
@ErBEYEN11,2011/2014 arası Hyundai Elantra  bu kasa 6 yıldır kullandığım hiç üzmedi bazen model yükseltmek istesem de hiç kıyamadım satmaya ,2025-12-27T07:56:54.000Z
@demirkayaburak1,Golf verelim 1.6 otomatik 2011 siyah değişensiz tramersiz,2025-12-27T01:35:27.000Z
@suhaturan,Citroen C4 grand Picasso,2025-12-26T22:19:39.000Z
@1007Selcuk,"https:// shbd.io/s/WYTSbaAi  Arıza yok, boya yok, hasar kaydı yok, değişen yok. Bütçene uygun tertemiz araç. Koy yakıtını, seneden seneye rutin bakımının dışında sanayiye gitmezsin.",2025-12-26T21:16:53.000Z
@Nmozlep,Corolla 2007-2012 kasa. E140 diye geçiyor bildiğim kadarıyla. Manuel 1.6 olanını almanı tavsiye ederim sorunsuz bir araba,2025-12-26T21:55:19.000Z
@TecelliGokkaya,Bence Ford focus 2013 falan  Yada Toyota 2010,2025-12-27T01:37:40.000Z
@DstPower,Bmx,2025-12-26T20:54:27.000Z
@keven_fb,Ford focus,2025-12-27T04:02:47.000Z
@serdarsevindik1,Volta V1,2025-12-26T21:14:51.000Z
@anilbayburt,"Uzun vadede sorunsuz çalıştığını ispatlamış motorlar önemli. Renault un 1.5 dci, vw grubunun 1.6 tdi ve fiat grubunun 1.6 multijetleri bu konuda kendini ispatlamış. Örneklerin üçü de dizel çünkü  daha az sorun ve daha uzun ömürlü.",2025-12-26T22:22:24.000Z
@zeynkadir34,Bu soruyu bekar olarak değiştiriyorum öneriler nedir?,2025-12-26T20:08:07.000Z
@bjkorcun,Corolla,2025-12-27T03:53:50.000Z
@rorschac,"1.5dci 85hp Fluence kullanıyorum 100k yol yaptım. Clio parasına daha üst segment bir arabaya biniyorsun. İçi, bagajı inanılmaz geniş, az yakıyor, parçası ucuz, ustası bol, motoru için zaten km canavarı diyorlar. 1milyon km yapıp anahtar değmeyenleri var. 600-700k ya rahat alınır.",2025-12-26T22:07:56.000Z
@AliUlupinar,"700 bine alınacak en iyi arabadır, 11. Seneye döndük kendisi ile. 10 sene sadece periyodik bakım dışında sadece kronik motor kulağı sorunu nedeniyle 1 kez serviste değişti. Lpg uyumu da harika ama ben lpgsiz kullanıyorum",2025-12-26T23:04:35.000Z
@gokhan_temr,Ford kuga abi ucuz  ve kaliteli sağlam tam aile aracı arka koltuklar çok geniş şiddetle tavsiye ederim,2025-12-26T22:37:15.000Z
@R2rule1,Toyota Yaris.. Ufak gözükse de içi ferahtır.  Honda Jazz Toyota Corolla. Honda Civic.  Mazda 3   Egea’nın yüzüne bile bakılmaz.,2025-12-26T22:22:39.000Z
@kdrkrbyk,Toyota Yaris,2025-12-27T07:58:17.000Z
@fahrikaygu,https:// shbd.io/s/bbvvZnIU,2025-12-26T21:08:19.000Z
@aleowa_1903,Japon olsun kafanız rahat olsun. Allah kazasız belasız yol versin.,2025-12-26T22:06:21.000Z
@edebya,@grok  bu posta gelen cevapları markalara göre çubuk grafik haline getir.,2025-12-26T22:19:57.000Z
@Erdemyaz10,Egea 1.6 otmatik,2025-12-26T22:43:51.000Z
@FenerEmiri,"Büyük ihtimalle 10 yaş altı olacak , o yüzden ikinci elde en sorunsuz araba Toyota istatistiksel olarak. Corolla al geç",2025-12-26T22:51:28.000Z
@__siluet,"2007/08/09 temiz ford focus bulursanız alınız. konforlu, emniyetli, sağlam araçtır.",2025-12-26T23:07:49.000Z
@talha___g,Benzinli ve japon/kore almalısın. Konfor çok olmayacak ama sorunsuz olacaktır. Çok tutulduğu ve piyasası olduğu içinde karşına en şık çıkan eski bir corolla ya çok para vermek zorunda kalırsın. Ama en az 2-3 sene binerim hemen satılması önemli değil dersen başka seçenekler var,2025-12-27T18:30:16.000Z
@YapayVeZekasiz,Toyota…,2025-12-27T01:17:54.000Z
@Thunderbyte_,700bin e sorunsuz araba zor.. ekpertiz yaptırmadan alırsan elinde patlar.. sorunsuz arıyom diye tutturursan da bütçen 600 e düşene kadar expertize harcarsın.. en iyisi az daha biriktirin ,2025-12-26T23:35:20.000Z
@chtbkrr,clio 1.5 ,2025-12-26T23:03:00.000Z
@Killi__Toprak,"Skoda yeti ,1.2 olmasın,Honda Crv 2006 -2008, Volvo xc70 2005 (İstanbuldaysanız sıkışık trafikte otomatik vitesden şikayetler var.) Her sene vizeye sokarım diyorsanız Mazda bt 50 pikap",2025-12-26T22:19:27.000Z
@2adamhakli,Subaru Legacy 2005 2006 Station,2025-12-27T00:36:48.000Z
@BlentAR14701806,Sedan Mitsubishi Lancer öneririm senede bir yağını değiştirmek için servisine gidersiniz,2025-12-26T22:24:19.000Z
@BlentAR14701806,Honda jazz,2025-12-26T22:22:25.000Z
@KentastisKen,Linea,2025-12-26T23:14:44.000Z
@cnkbasaran,Hiç düşünme git tank gibi eskilerden bir Toyota kap,2025-12-26T22:08:56.000Z
@Ahmetyldz620715,Htundai acente blue 1.6 dizel otomatik 2014 olur,2025-12-27T00:11:09.000Z
@yusufpoyraz5781,Toyota auris 2013…2017 arası bakın gayet güzel sorunsuz keyifli,2025-12-26T22:32:56.000Z
@fthgzdmls,@grok  yorumlarda en çok tavsiye edilen araçları sırala,2025-12-26T20:13:43.000Z
@erdikadirogluu,2011 corolla al gec,2025-12-26T23:33:28.000Z
@aliriza_krdmr,Peugeot 407 hem konforlu özellikler var hem 1.6 dizel çok yakmaz daha dertsiz istiyorsanız Toyota Corolla kesinlikle öneririm,2025-12-26T22:10:25.000Z
@turkspac,"temiz, km dusuk sevdiginiz birsey olsun.. az yakmasi, sigortasi ve yillik vergisileri az olmasi da guzel olur.. araba durduk yerde masraf cikaran bir urun..",2025-12-26T23:01:15.000Z
@bistube,"Honda Civic FDE6 kasa, yakıtı koy bin.",2025-12-27T11:18:46.000Z
@SosyoTeknoloji,"@grok  bu paraya Türkiye'de alınabilecek en iyi araçları inceleyiver şu kardeşimiz için, hadi koçum..",2025-12-26T22:59:39.000Z
@Massai__Mara,Skoda yeti 1.6 TDI,2025-12-26T23:10:01.000Z
@nebi1903mete,Fiat Bravo al konfor sağlar  c segment bagaj hb araca göre büyük,2025-12-27T14:56:56.000Z
@DagEfendisi,Reno clio 2005 model 1.5 dizel al üstüne sana 300 bin lira kalır onunla da altın al.,2025-12-26T23:22:46.000Z
@seyhituyur,El arabası,2025-12-26T20:58:22.000Z
@trk6777,"Al, bana dua et",2025-12-26T20:41:30.000Z
@spartafener1907,"Barış hocam öneri çok yapılmış ben yapmıyorum ama niyetlendiğiniz arabayı danışabilirsiniz, bu bütçelerdeki arabaların çoğuna hakimim",2025-12-26T23:56:40.000Z
@igurbuz026,Hyundai i30 cw dizel otomatik.,2025-12-26T22:12:17.000Z
@vatandas314,Opel Astra j kasa 2013 -2017 arası 1.3 CDTI,2025-12-27T00:15:05.000Z
@cengizBJK1903,Fiat Doblo 2017 model km düşük,2025-12-26T21:56:42.000Z
@Ap0ist,1.5 dci 2015 ve üstü,2025-12-26T23:59:24.000Z
@btcmilyoner,skoda fabia 2012-13 model olabilir,2025-12-26T22:33:57.000Z
@Baymaddoctor,Renault Clio 1.5 DCİ SPORT TOURER. Hem bagajı geniş hem bir arıza durumunda parça temini kolay. Motor reno motoru sorunsuz motor. Çok kaçar az yakar. Duruşu da güzel araba. Piyasa da 700-900 arası bantta gayet güzel temizleri var. Kendimde Clio 4 kullanıyorum gayet iyi.,2025-12-26T20:23:25.000Z
@Ahmet290317,367 bin küsür de 2002 corollam var Çanakkale Van arası klima açık ve bavullarla 4800 tl tüp ile gidiyorum sanayiye yağ ve klima gazından başka gittiğim yok,2025-12-26T20:42:46.000Z
@Heyamola7,1.6 motor corolla 2005 ila 2007 arası sol donanım en ideal araba o paraya,2025-12-26T21:04:06.000Z
@InatciSahi96144,Bence Türkiye şartlarında en iyi arç Fiat ega 1.3/1.4/1.6 bütün paketler onnumara hem ekonomik hem konfor iyi,2025-12-26T21:51:39.000Z
@ank06erymn,Gardaş fiyatları ne bilmiyorum ama alabilir sen otomatik vites bir Accent Era al. Bok atan çok olur araca bok atanlar araç kullanmayı bilmeyenler. Mercedesi kullandığın gibi Era kullanırsan takla atarsın vs.. aracını tanır ona göre kullanırsan sorun olmaz Allah'ın izniyle,2025-12-26T20:18:56.000Z
@BayZapata,Pek kimsenin bilmediği veya tercih etmediği bir aractan bahsedecegim. Hem yaşı genç hemde km düşük sıfır ayarında bir araç. Aynı aracı bende kullanıyorum çok memnunum. 2023 model Ford Tourneo Courier 1.0 Ecoboost Titanyum paket. Turbo destekli 100 HP motor gayet başarılı ,2025-12-26T20:21:55.000Z
@mroguzhanozturk,"700K araç alıyorsanız, sadede expertiz değil ayrıca o aracın servisine de götürmeniz gerekiyor, iyi bir aracı kimse size 700K vermez kur ve altın fiyatlarına göre söylüyorum",2025-12-26T21:16:57.000Z
@emrah450735,Renault clio al seni üzmez hemende satarsın al satı kolay olan arabalardan  Kamyonet binerim konfor pek önemli değil yakıtı iyi olsun dersen dizel fiorino premio öneririm o paralara bulursun,2025-12-26T20:43:19.000Z
@tdoa38,Fiat grubundan uzak dur da ne alıyorsan al. Şansın yaver giderse anca temizine gelirsin. Yok yaver gitmezse sanayide bir sürü arkadaşın olur.,2025-12-26T21:52:23.000Z
@IMMORTAL_TURK_,courier tabiki 3 tane aldık taş gibi araba,2025-12-26T20:54:03.000Z
@deliveren1602,100-150 bin km arası Citroen c-elysee yada Peugeot 301 1.5 dizel manuel bul pişman olmazsın,2025-12-26T21:31:17.000Z
@Special_01force,Daha altı efsane kasa Toyota al Ytd. ,2025-12-26T20:48:19.000Z
@_beni7bitirdi_,"Düşük kilometre 2014-15 model Megane 3 al.. Dertsiz, sorunsuz binersin",2025-12-26T21:13:28.000Z
@Fandango0101,Tek araç bu.Megane 3 1.5 dci.,2025-12-26T21:49:22.000Z
@kursadbicer7878,Toyota corolla al derdi unut,2025-12-26T20:32:32.000Z
@hsanSerin5,Valla dertsiz ve aile arabası diyorsan. Temiz bir Cady 200 bin km altında bulabilirsen hiç düşünmeden al derim. Hem konfor hemde sağlamlık açısından binilecek araba. Bunlar artı yanları. Otomobile göre biraz yakıtı fazla ve kamyonet olması da eksi yanlarıdır.,2025-12-26T20:50:27.000Z
@Sadecelong,Hatchback clio yada duster 1.5 dci yağ ve filtre bakımlarını yaptır insan gibi kullan motorları 750.000 km yapıyor parçada işçilikte çok ucuz 700bine daha iyisini bulamazsın,2025-12-26T21:09:25.000Z
@kutuz26,Galerici olarak söylüyorum git temiz bir Fiesta al keyfine bak,2025-12-26T21:02:05.000Z
@yusuftekin27320,Toyotaya bin kafa rahat. Sanayici sana gıcık olur. 2 yıldır sanayi yüzü görmedim,2025-12-26T20:36:46.000Z
@mete_ozyurt,Cokmeski model olmayan EGEA alınabilir ve sizi üzmez.Bakmayin cok bilmiş muhendis ten daha çok mühendis olan cahillere.,2025-12-26T21:54:05.000Z
@cuneytemreasar,Fiat egea al devam et.,2025-12-26T20:16:08.000Z
@BinaliGenc1,"Toyotaya bin sadece asfaltı gör, sanayii nedir bilmez, kaputu kalkmış Toyota çok ender görülür,hatta görülmez bile ..",2025-12-26T20:40:54.000Z
@gecmeyenkin,Uzak ara Corolla.  Başka araba bakma.  Modeli de farketmez.  200 bini geçmemiş olursa iyi olur.,2025-12-26T19:22:13.000Z
@ksk_ahbap,Bu ülkede o 500.000-1.500.000 TL aralığında alınacak en mantıklı araç her zaman Egea olur. Yanına bütçeye göre diğer alternatifler sunabilirsiniz ama Egea her masada var :),2025-12-26T21:10:03.000Z
@emrllhckronline,"Hyundai Elantra (2010-2015), 1.6 benzin otomatik. Otomatik şanzımanı sorun çıkarmaz. Dohc motor sorunsuzdur, bilen bilir. Uzun yıllar götürür. Parçası uygun-normal. Her yerde bulunur. İç genişliği makul. Bagaj iyi. İdeal bir sedan araç. Çok seri bir araç, sınıfına göre.",2025-12-26T21:21:28.000Z
@papillonx35,Toyota 1.4 d alıp temizinden arkana yaslanacaksın usta sorunu yok taş gibi gibi canavar,2025-12-26T21:35:56.000Z
@delfiego,Hyundai,2025-12-26T20:36:52.000Z
@WHOMLESS_Eu,"Mercedes B180 (w245 kasa bulursan kacirma) tam kompakt aile arabasi MPV sinifindan. Uzun yol yaparsin, izolasyonu iyi, bagaji genis, esin de rahat kullanabilir. Her ortama gidiyor. Adi uzerinde cok amacli arac.  Termostat sorun cikarabilir bazen. Suspansiyon sert.",2025-12-26T21:47:07.000Z
@de_gofre,Herhangi bir Corolla,2025-12-26T20:35:12.000Z
@urulusoy_ugur,Mitsubishi kanser 1.6 köpek balığı,2025-12-26T22:49:04.000Z
@gelecekicinuret,El arabası yada at arabası ,2025-12-26T20:40:01.000Z
@ergunkrt,Edirne'den çıkınca bunları alabilirsiniz.,2025-12-26T23:23:19.000Z
@iamyourfather89,Pejo 301 ve Citroen c elysee 1.6 hdi veya 1.6 bluehdi. 510 litre bagaj 100 km de şehir içi 100km/ 5 tl yakıt yakar. Tek eksisi manuel. Kroniği olmayan konfor yönü segmenti denginde,2025-12-26T21:58:09.000Z
@mit57730385,Toyota Corolla,2025-12-26T22:38:29.000Z
